,bias,sentiment,pos,PosScore,NegScore,Gloss,c2
10758,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,0.75,"characterized by wickedness or immorality; ""led a very bad life""",bad
10972,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,0.625,"feeling or expressing regret or sorrow or a sense of loss over something done or undone; ""felt regretful over his vanished youth""; ""regretful over mistakes she had made""; ""he felt bad about breaking the vase""",bad
11083,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,0.375,"capable of harming; ""bad air""; ""smoking is bad for you""",bad
11225,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,1.0,"physically unsound or diseased; ""has a bad back""; ""a bad heart""; ""bad teeth""; ""an unsound limb""; ""unsound teeth""",bad
14451,"[109, 171]","[241, 12, 8, 5, 14]",a,0.25,0.25,"very intense; ""a bad headache""; ""in a big rage""; ""had a big (or bad) shock""; ""a bad earthquake""; ""a bad storm""",bad
21986,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,0.75,"not financially safe or secure; ""a bad investment""; ""high risk investments""; ""anything that promises to pay too much can't help being risky""; ""speculative business enterprises""",bad
22205,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,0.5,"nonstandard; ""so-called bad grammar""",bad
22699,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,0.625,"below average in quality or performance; ""a bad chess player""; ""a bad recital""",bad
24244,"[109, 171]","[241, 12, 8, 5, 14]",a,0.0,0.75,"not capable of being collected; ""a bad (or uncollectible) debt""",bad
33373,"[13, 18]","[24, 0, 5, 0, 2]",n,0.0,0.0,the act of damaging something or someone,hurt
99451,"[13, 18]","[24, 0, 5, 0, 2]",n,0.0,0.25,a damage or loss,hurt
100162,"[13, 18]","[24, 0, 5, 0, 2]",n,0.0,0.5,feelings of mental or physical pain,hurt
100173,"[13, 18]","[24, 0, 5, 0, 2]",n,0.0,0.875,"psychological suffering; ""the death of his wife caused him great distress""",hurt
100346,"[5, 4]","[4, 0, 2, 1, 2]",n,0.5,0.125,"emotional or moral sensitivity (especially in relation to personal principles or dignity); ""the remark hurt his feelings""",feeling
40711,"[18, 678]","[606, 2, 16, 11, 61]",n,0.0,0.125,(card games) the act of taking a trick with a trump when unable to follow suit,trump
60403,"[18, 678]","[606, 2, 16, 11, 61]",n,0.0,0.0,a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves,trump
73442,"[18, 678]","[606, 2, 16, 11, 61]",n,0.0,0.0,"(card games) the suit that has been declared to rank above all other suits for the duration of the hand; ""clubs were declared trumps""; ""a trump can take a trick even when a card of a different suit is led""",trump
73444,"[18, 678]","[606, 2, 16, 11, 61]",n,0.0,0.0,"a playing card in the suit that has been declared trumps; ""the ace of trumps is a sure winner""",trump
35079,"[26, 7]","[20, 4, 2, 3, 4]",n,0.125,0.0,"the skilled practice of a practical occupation; ""he learned his trade as an apprentice""",trade
39247,"[26, 7]","[20, 4, 2, 3, 4]",n,0.0,0.0,"the commercial exchange (buying and selling on domestic or international markets) of goods and services; ""Venice was an important center of trade with the East""; ""they are accused of conspiring to constrain trade""",trade
39275,"[26, 7]","[20, 4, 2, 3, 4]",n,0.0,0.0,"the business given to a commercial establishment by its customers; ""even before noon there was a considerable patronage""",trade
39396,"[26, 7]","[20, 4, 2, 3, 4]",n,0.0,0.0,"an equal exchange; ""we had no money so we had to live by barter""",trade
39403,"[26, 7]","[20, 4, 2, 3, 4]",n,0.0,0.0,"a particular instance of buying or selling; ""it was a package deal""; ""I had no further trade with him""; ""he's a master of the business deal""",trade
108559,"[26, 7]","[20, 4, 2, 3, 4]",n,0.0,0.0,"people who perform a particular kind of skilled work; ""he represented the craft of brewers""; ""as they say in the trade""",trade
108883,"[1, 5]","[5, 0, 0, 1, 0]",n,0.0,0.0,"the present location; this place; ""where do we go from here?""",here
117211,"[1, 5]","[5, 0, 0, 1, 0]",n,0.0,0.0,queen of the Olympian gods in ancient Greek mythology; sister and wife of Zeus remembered for her jealously of the many mortal women Zeus fell in love with; identified with Roman Juno,here
93731,"[34, 68]","[74, 4, 5, 6, 13]",n,0.0,0.0,disclosing information or giving evidence about another,tell
97481,"[34, 68]","[74, 4, 5, 6, 13]",n,0.0,0.0,informing by words,tell
97569,"[34, 68]","[74, 4, 5, 6, 13]",n,0.0,0.0,"an act of narration; ""he was the hero according to his own relation""; ""his endless recounting of the incident eventually became unbearable""",tell
72632,"[88, 25]","[40, 3, 7, 16, 47]",n,0.0,0.0,"an electronic device that receives television signals and displays them on a screen; ""the British call a tv set a telly""",tv
89111,"[88, 25]","[40, 3, 7, 16, 47]",n,0.0,0.0,"broadcasting visual images of stationary or moving objects; ""she is a star of screen and video""; ""Television is a medium because it is neither rare nor well done"" - Ernie Kovacs",tv
34338,"[223, 101]","[131, 20, 25, 43, 105]",n,0.0,0.0,"the act of publicly exhibiting or entertaining; ""a remarkable show of skill""",show
34347,"[223, 101]","[131, 20, 25, 43, 105]",n,0.0,0.0,"something shown to the public; ""the museum had many exhibits of oriental art""",show
36319,"[223, 101]","[131, 20, 25, 43, 105]",n,0.125,0.0,"pretending that something is the case in order to make a good impression; ""they try to keep up appearances""; ""that ceremony is just for show""",show
91987,"[223, 101]","[131, 20, 25, 43, 105]",n,0.0,0.0,"a social event involving a public performance or entertainment; ""they wanted to see some of the shows on Broadway""",show
94363,"[223, 101]","[131, 20, 25, 43, 105]",n,0.0,0.0,"something intended to communicate a particular impression; ""made a display of strength""; ""a show of impatience""; ""a good show of looking interested""",show
94429,"[223, 101]","[131, 20, 25, 43, 105]",n,0.0,0.0,the display of a motion picture,show
67452,"[121, 288]","[293, 17, 32, 15, 52]",n,0.0,0.0,"a room in a hospital equipped for the performance of surgical operations; ""great care is taken to keep the operating rooms aseptic""",or
113709,"[121, 288]","[293, 17, 32, 15, 52]",n,0.0,0.0,a state in northwestern United States on the Pacific,or
91937,"[112, 8]","[28, 1, 9, 39, 43]",n,0.0,0.0,"a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement; ""they went to a movie every Saturday night""; ""the film was shot on location""",movie
32847,"[8, 23]","[29, 0, 0, 1, 1]",n,0.0,0.0,the act of closing something,shut
70850,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"an extended outer surface of an object; ""he turned the box over to examine the bottom side""; ""they painted all four sides of the house""",side
70872,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,a short stretch of railroad track used to store rolling stock or enable trains on the same line to pass,side
83389,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"either the left or right half of a body; ""he had a pain in his side""",side
86201,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"an aspect of something (as contrasted with some other implied aspect); ""he was on the heavy side""; ""he is on the purchasing side of the business""; ""it brought out his better side""",side
93534,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.125,"an opinion that is held in opposition to another in an argument or dispute; ""there are two sides to every question""",side
99653,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,(sports) the spin given to a ball by striking it on one side or releasing it with a sharp twist,side
101773,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,a lengthwise dressed half of an animal's carcass used for food,side
105846,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"a family line of descent; ""he gets his brains from his father's side""",side
108334,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"one of two or more contesting groups; ""the Confederate side was prepared to attack""",side
109061,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"a surface forming part of the outside of an object; ""he examined all sides of the crystal""; ""dew dripped from the face of the leaf""",side
110072,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"a line segment forming part of the perimeter of a plane figure; ""the hypotenuse of a right triangle is always the longest side""",side
110073,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"a place within a region identified relative to a center or reference location; ""they always sat on the right side of the church""; ""he never left my side""",side
116149,"[22, 17]","[27, 1, 3, 6, 2]",n,0.0,0.0,"an elevated geological formation; ""he climbed the steep slope""; ""the house was built on the side of a mountain""",side
75936,"[43, 31]","[41, 4, 8, 11, 10]",n,0.125,0.0,"uncertainty about the truth or factuality or existence of something; ""the dubiousness of his claim""; ""there is no question about the validity of the enterprise""",question
93538,"[43, 31]","[41, 4, 8, 11, 10]",n,0.0,0.0,"the subject matter at issue; ""the question of disease merits serious discussion""; ""under the head of minor Roman poets""",question
97024,"[43, 31]","[41, 4, 8, 11, 10]",n,0.0,0.0,"an informal reference to a marriage proposal; ""he was ready to pop the question""",question
97035,"[43, 31]","[41, 4, 8, 11, 10]",n,0.0,0.0,"a formal proposal for action made to a deliberative assembly for discussion and vote; ""he made a motion to adjourn""; ""she called for the question""",question
97296,"[43, 31]","[41, 4, 8, 11, 10]",n,0.0,0.0,a request for information,question
97299,"[43, 31]","[41, 4, 8, 11, 10]",n,0.125,0.25,"an instance of questioning; ""there was a question about my training""; ""we made inquiries of all those who were present""",question
97322,"[43, 31]","[41, 4, 8, 11, 10]",n,0.0,0.0,"a sentence of inquiry that asks for a reply; ""he asked a direct question""; ""he had trouble phrasing his interrogations""",question
30489,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,the act of positing; an assumption taken as a postulate or axiom,position
34905,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"a job in an organization; ""he occupied a post in the treasury""",position
35982,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"the post or function properly or customarily occupied or served by another; ""can you go in my stead?""; ""took his place""; ""in lieu of""",position
35989,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"(in team sports) the role assigned to an individual player; ""what position does he play?""",position
38906,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,the act of putting something in a certain place,position
38907,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,the act of putting something in a certain place,position
79154,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"the spatial property of a place where or way in which something is situated; ""the position of the hands on the clock""; ""he specified the spatial relations of every piece of furniture on the stage""",position
79189,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"the arrangement of the body and its limbs; ""he assumed an attitude of surrender""",position
88500,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.125,a rationalized mental attitude,position
88605,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"a way of regarding situations or topics etc.; ""consider what follows from the positivist view""",position
90806,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"an item on a list or in a sequence; ""in the second place""; ""moved from third to fifth position""",position
93535,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.125,"an opinion that is held in opposition to another in an argument or dispute; ""there are two sides to every question""",position
109891,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"the particular portion of space occupied by something; ""he put the lamp back in its place""",position
109893,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,"the appropriate or customary location; ""the cars were in position""",position
109895,"[5, 9]","[8, 0, 2, 1, 3]",n,0.0,0.0,a point occupied by troops for tactical reasons,position
121154,"[6, 21]","[24, 0, 1, 0, 2]",n,0.0,0.0,a man who is much concerned with his dress and appearance,dude
122108,"[6, 21]","[24, 0, 1, 0, 2]",n,0.0,0.0,"an informal form of address for a man; ""Say, fellow, what are you doing?""; ""Hey buster, what's up?""",dude
112974,"[2, 51]","[45, 0, 1, 2, 5]",n,0.0,0.0,an Asian republic in the Middle East at the east end of the Mediterranean; site of some of the world's most ancient centers of civilization,syria
73129,"[6, 1]","[1, 0, 0, 3, 3]",n,0.0,0.0,commonly the lowest molding at the base of a column,torus
82955,"[143, 277]","[288, 16, 23, 24, 69]",n,0.0,0.0,the part of the nervous system of vertebrates that controls involuntary actions of the smooth muscles and heart and glands,an
92698,"[143, 277]","[288, 16, 23, 24, 69]",n,0.0,0.125,an associate degree in nursing,an
30030,"[225, 185]","[212, 15, 26, 28, 129]",n,0.0,0.0,the continuum of experience in which events pass from the future through the present to the past,time
37391,"[225, 185]","[212, 15, 26, 28, 129]",n,0.0,0.0,"an arithmetic operation that is the inverse of division; the product of two numbers is computed; ""the multiplication of four by three gives twelve""; ""four times three equals twelve""",time
78301,"[225, 185]","[212, 15, 26, 28, 129]",n,0.0,0.0,rhythm as given by division into parts of equal duration,time
98203,"[225, 185]","[212, 15, 26, 28, 129]",n,0.0,0.0,"a person's experience on a particular occasion; ""he had a time holding back the tears""; ""they had a good time together""",time
98383,"[225, 185]","[212, 15, 26, 28, 129]",n,0.0,0.0,"an instance or single occasion for some event; ""this time he succeeded""; ""he called four times""; ""he could do ten at a clip""",time
78708,"[46, 90]","[62, 3, 57, 11, 3]",n,0.375,0.5,physical strength,might
84071,"[0, 8]","[7, 1, 0, 0, 0]",n,0.25,0.0,"mental ability; ""he's got plenty of brains but no common sense""",wit
84121,"[0, 8]","[7, 1, 0, 0, 0]",n,0.125,0.0,"the basic human power of intelligent thought and perception; ""he used his wits to get ahead""; ""I was scared out of my wits""; ""he still had all his marbles and was in full possession of a lively mind""",wit
93439,"[0, 8]","[7, 1, 0, 0, 0]",n,0.0,0.0,a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter,wit
34869,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,"the principal activity in your life that you do to earn money; ""he's not in my line of business""",line
36913,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,the act of attaching an inside lining (to a garment or curtain etc.),line
36914,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,providing something with a surface of a different material,line
40195,"[23, 24]","[23, 2, 5, 5, 12]",n,0.125,0.5,"acting in conformity; ""in line with""; ""he got out of line""; ""toe the line""",line
58680,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,a conductor for transmitting electrical or optical signals or electric power,line
65761,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,"something (as a cord or rope) that is long and thin and flexible; ""a washing line""",line
65764,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,the road consisting of railroad track and roadbed,line
65765,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,a commercial organization serving as a common carrier,line
65770,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,"a particular kind of product or merchandise; ""a nice line of shoes""",line
65787,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.0,a piece of cloth that is used as the inside surface of a garment,line
65793,"[23, 24]","[23, 2, 5, 5, 12]",n,0.0,0.25,a protective covering that protects an inside surface,line
